,symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage
388,PXD,133.05,1.86236,2382914.0,28766343200,2.2,48.62-147.24,4.81,Pioneer Natural Resources Co,USD,0001038357,US7237871071,723787107,New York Stock Exchange,NYSE,Oil & Gas E&P,http://www.pxd.com/,"Pioneer Natural Resources Company operates as an independent oil and gas exploration and production company in the United States. The company explores for, develops, and produces oil, natural gas liquids (NGLs), and gas. It has operations primarily in the Permian Basin in West Texas. As of December 31, 2019, the company had proved undeveloped reserves and proved developed non-producing reserves of 39 million barrels of oil, 16 million barrels of NGLs, and 83 billion cubic feet of gas; and owned interests in 11 gas processing plants. Pioneer Natural Resources Company was founded in 1997 and is headquartered in Irving, Texas.",Mr. Scott Sheffield,Energy,US,2323,19724449001,"200 Williams Square West, 5205 N Oconnor Blvd",Irving,TEXAS,75039,1013.27,82.2184,https://financialmodelingprep.com/image-stock/PXD.png,1993-01-13,False
389,PYPL,282.17,1.07513,8601075.0,330471899000,0.0,82.07-282.699,12.73,PayPal Holdings Inc,USD,0001633917,US70450Y1038,70450Y103,Nasdaq Global Select,NASDAQ,Credit Services,https://www.paypal.com/,"PayPal Holdings, Inc. operates as a technology platform and digital payments company that enables digital and mobile payments on behalf of consumers and merchants worldwide. Its payment solutions include PayPal, PayPal Credit, Braintree, Venmo, Xoom, and iZettle products. The company's payments platform allows consumers to send and receive payments, withdraw funds to their bank accounts, and hold balances in their PayPal accounts in various currencies. It also offers gateway services that enable merchants to accept payments online with credit or debit cards, as well as digital wallets. PayPal Holdings, Inc. was founded in 1998 and is headquartered in San Jose, California.",Mr. Daniel Schulman,Financial Services,US,23200,14089671000,2211 N 1st St,San Jose,CALIFORNIA,95131,-78.95,219.256,https://financialmodelingprep.com/image-stock/PYPL.png,2015-07-06,False
390,QCOM,147.38,1.38043,9011822.0,167423689000,2.5700000000000003,58.0-167.94,1.54,Qualcomm Inc,USD,0000804328,US7475251036,747525103,Nasdaq Global Select,NASDAQ,Semiconductors,https://www.qualcomm.com/,"QUALCOMM Incorporated engages in the development and commercialization of foundational technologies and products are used in mobile devices and other wireless products, including network equipment, broadband gateway equipment, consumer electronic devices, and other connected devices worldwide. It operates through three segments: Qualcomm CDMA Technologies (QCT); Qualcomm Technology Licensing (QTL); and Qualcomm Strategic Initiatives (QSI). The QCT segment develops and supplies integrated circuits and system software based on 3G/4G/5G and other technologies for use in wireless voice and data communications, networking, application processing, multimedia, and global positioning system products. The QTL segment grants licenses or provides rights to use portions of its intellectual property portfolio, which include various patent rights useful in the manufacture and sale of wireless products comprising products implementing CDMA2000, WCDMA, CDMA TDD, LTE, and/or 5G standards and their derivatives. The QSI segment invests in early-stage companies in various industries, including artificial intelligence, automotive, digital healthcare, enterprise, IoT, mobile and networking and investment for supporting the design and introduction of new products and services for voice and data communications, and new industry segments. The company also provides development, and other services and related products to the United States government agencies and their contractors. QUALCOMM Incorporated was founded in 1985 and is headquartered in San Diego, California.",Mr. Steven Mollenkopf,Technology,US,41000,18585871121,5775 Morehouse Dr,San Diego,CALIFORNIA,92121,-56.13,138.254,https://financialmodelingprep.com/image-stock/QCOM.png,1991-12-01,False
391,QRVO,170.76,1.45923,1326200.0,19340789800,0.0,67.54-191.825,3.62,Qorvo Inc,USD,0001604778,US74736K1016,74736K101,Nasdaq Global Select,NASDAQ,Semiconductors,https://www.qorvo.com/,"Qorvo, Inc. develops and commercializes technologies and products for wireless and wired connectivity worldwide. The company operates in two segments, Mobile Products, and Infrastructure and Defense Products. The company offers integrated modules incorporating switches, power amplifiers, filters and duplexers, antenna tuners, RF power management integrated circuits, multimode/multi-band PAs and transmit modules, antenna-plexers, discrete filters and duplexers, discrete switches, and UWB system solutions, as well as envelope tracking power management solutions, antenna control solutions, and UWB system solutions supporting secure, low power, location, and communication services. It also provides integrated solutions that include switch-LNA modules, variable gain amplifiers, and integrated PA Doherty modules for massive multiple-input/multiple-output systems; RF products and compound semiconductor foundry services to defense primes and other global defense and aerospace customers; Wi-Fi customer premises equipment, including power amplifiers, switches, low noise amplifiers, and bulk acoustic wave filters; system-on-a-chip hardware, firmware, and application software for smart home applications; automotive RF connectivity products and metal oxide semiconductor based UWB chip and module system solutions; and power application controllers and programmable analog power ICs. The company sells its products directly to original equipment manufacturers and original design manufacturers, as well as through a network of sales representative firms and distributors. Qorvo, Inc. was founded in 1957 and is headquartered in Greensboro, North Carolina.",Mr. Robert Bruggeworth,Technology,US,7900,13366641233,7628 Thorndike Rd,Greensboro,NORTH CAROLINA,27409-9421,,141.253,https://financialmodelingprep.com/image-stock/QRVO.png,1997-06-03,False
392,RCL,70.7,2.71471,5201012.0,16783118300,0.78,19.25-118.03,-0.88,Royal Caribbean Cruises Ltd,USD,0000884887,LR0008862868,V7780T103,New York Stock Exchange,NYSE,Travel Services,https://www.royalcaribbean.com/,"Royal Caribbean Group operates as a cruise company. The company operates cruises under the Royal Caribbean International, Celebrity Cruises, Azamara Club Cruises, and Silversea Cruises brands. The Royal Caribbean International brand provides itineraries to destinations worldwide, including Alaska, Asia, Australia, Bahamas, Bermuda, Canada, the Caribbean, Europe, the Panama Canal, and New Zealand with cruise lengths that range from 2 to 19 nights. The Celebrity Cruises brand offers itineraries to destinations, such as Alaska, Asia, Australia, Bermuda, Canada, the Caribbean, Europe, the Galapagos Islands, Hawaii, India, New Zealand, the Panama Canal, and South America with cruise lengths ranging from 2 to 19 nights. The Azamara Club Cruises brand offers cruise itineraries to destinations, including Asia, Australia/New Zealand, Northern and Western Europe, the Mediterranean, Cuba, and South America with cruise lengths ranging from 3 to 26 nights. The Silversea Cruises brand provides itineraries to destinations, including the Galapagos Islands, Antarctica, and the Arctic with cruise lengths ranging from 6 to 25 nights. As of December 31, 2019, the company operated 61 ships and had 17 ships on order. The company was formerly known as Royal Caribbean Cruises Ltd. Royal Caribbean Group was founded in 1968 and is headquartered in Miami, Florida.",Mr. Richard Fain,Consumer Cyclical,US,85300,13055396000,1050 Caribbean Way,Miami,FLORIDA,33132-2096,,61.851,https://financialmodelingprep.com/image-stock/RCL.png,1993-04-28,False
393,RE,225.19,0.50017,248364.0,8999875600,6.2,157.32-294.31,5.79,Everest Re Group Ltd,USD,0001095073,BMG3223R1088,G3223R108,New York Stock Exchange,NYSE,Insurance Reinsurance,https://www.everestre.com/,"Everest Re Group, Ltd., through its subsidiaries, provides reinsurance and insurance products in the United States, Bermuda, and internationally. The company operates through four segments: U.S. Reinsurance, International, Bermuda, and Insurance. The U.S. Reinsurance segment writes property and casualty reinsurance; and specialty lines of business, including marine, aviation, surety, and accident and health insurance through reinsurance brokers, as well as directly with ceding companies in the United States. The International segment writes property and casualty reinsurance in Canada, Singapore, Brazil, Miami, and New Jersey. The Bermuda segment provides reinsurance and insurance to property and casualty markets through brokers and directly with ceding companies in Bermuda, and reinsurance to the United Kingdom and European markets. The Insurance segment writes property and casualty insurance products directly, as well as through general agents, wholesaler, retail brokers, and surplus lines brokers in the United States, Canada, Bermuda, and Ireland. The company also provides property and casualty reinsurance and insurance coverages, such as errors and omissions liability, directors' and officers' liability, medical malpractice, and worker's compensation products. Everest Re Group, Ltd. was founded in 1973 and is headquartered in Hamilton, Bermuda.",Mr. Juan Andrade,Financial Services,BM,1603,14412950006,"Seon Place, 4Th Floor, 141 Front Street,  845, P.O. Box HM",Hamilton,,HM 19,-228.89,20196.5,https://financialmodelingprep.com/image-stock/RE.png,1995-10-03,False
394,REG,48.96,0.8286,1301637.0,8307532800,2.38,31.8-64.65,-0.15,Regency Centers Corp,USD,0000910606,US7588491032,758849103,New York Stock Exchange,NASDAQ,REIT Retail,https://www.regencycenters.com/,"Regency Centers is the preeminent national owner, operator, and developer of shopping centers located in affluent and densely populated trade areas. Our portfolio includes thriving properties merchandised with highly productive grocers, restaurants, service providers, and best-in-class retailers that connect to their neighborhoods, communities, and customers. Operating as a fully integrated real estate company, Regency Centers is a qualified real estate investment trust (REIT) that is self-administered, self-managed, and an S&P 500 Index member.",Ms. Lisa Palmer,Real Estate,US,450,19045987000,1 Independent Dr Ste 114,Jacksonville,FLORIDA,32202,,37.8288,https://financialmodelingprep.com/image-stock/REG.png,1993-10-29,False
395,REGN,494.9,0.40579,992912.0,52808798000,0.0,386.84-664.64,-4.08,Regeneron Pharmaceuticals Inc,USD,0000872589,US75886F1075,75886F107,Nasdaq Global Select,NASDAQ,Biotechnology,https://www.regeneron.com/,"Regeneron Pharmaceuticals, Inc., a biopharmaceutical company, discovers, invents, develops, manufactures, and commercializes medicines for treating various medical conditions worldwide. The company's products include EYLEA injection to treat wet age-related macular degeneration and diabetic macular edema (DME); myopic choroidal neovascularization; and diabetic retinopathy in patients with DME, as well as macular edema following retinal vein occlusion, including macular edema following central retinal vein occlusion and macular edema following branch retinal vein occlusion. It also provides Dupixent injection to treat atopic dermatitis in adults, and asthma in adults and adolescents; Praluent injection for heterozygous familial hypercholesterolemia or clinical atherosclerotic cardiovascular disease in adults; and Kevzara solution for subcutaneous injection for treating rheumatoid arthritis in adults. In addition, the company offers Libtayo injection to treat metastatic or locally advanced cutaneous squamous cell carcinoma; ARCALYST injection for cryopyrin-associated periodic syndromes, including familial cold auto-inflammatory syndrome and muckle-wells syndrome; and ZALTRAP injection for intravenous infusion to treat metastatic colorectal cancer. Further, it is developing various product candidates for treating patients with eye diseases, allergic and inflammatory diseases, cancer, cardiovascular and metabolic diseases, neuromuscular diseases, infectious diseases, and other diseases. The company has collaboration and license agreements with Sanofi; Bayer; Teva; Mitsubishi Tanabe Pharma; Alnylam Pharmaceuticals, Inc.; Roche Pharmaceuticals; and Vyriad, Inc., as well as has an agreement with the U.S. Department of Health and Human Services. It has collaborations with Zai Lab Limited; Intellia Therapeutics, Inc.; and BioNTech. Regeneron Pharmaceuticals, Inc. was founded in 1988 and is headquartered in Tarrytown, New York.",Dr. Leonard Schleifer,Healthcare,US,8314,19148477000,777 Old Saw Mill River Rd,Tarrytown,NEW YORK,10591,,586.517,https://financialmodelingprep.com/image-stock/REGN.png,1991-01-01,False
396,RF,19.54,1.69232,8677779.0,18767077400,0.62,6.94-19.55,0.61,Regions Financial Corp,USD,0001281761,US7591EP1005,7591EP100,New York Stock Exchange,NYSE,Banks Regional,https://www.regions.com/,"Regions Financial Corporation, a financial holding company, provides banking and bank-related services to individual and corporate customers. It operates through three segments: Corporate Bank, Consumer Bank, and Wealth Management. The Corporate Bank segment offers commercial banking services, such as commercial and industrial, commercial real estate, and investor real estate lending; equipment lease financing; deposit products; and securities underwriting and placement, loan syndication and placement, foreign exchange, derivatives, merger and acquisition, and other advisory services. It serves corporate, middle market, and commercial real estate developers and investors. The Consumer Bank segment provides consumer banking products and services related to residential first mortgages, home equity lines and loans, branch small business and indirect loans, consumer credit cards, and other consumer loans, as well as deposits. The Wealth Management segment offers credit related products, and retirement and savings solutions; and trust and investment management, asset management, and estate planning services to individuals, businesses, governmental institutions, and non-profit entities. The company also provides investment and insurance products; low income housing tax credit corporate fund syndication services; and other specialty financing services. As of March 18, 2020, it operated 1,400 banking offices and 2,000 automated teller machines across the South, Midwest and Texas. Regions Financial Corporation was founded in 1970 and is headquartered in Birmingham, Alabama.",Mr. John Turner,Financial Services,US,19766,18007344667,1900 5th Ave N,Birmingham,ALABAMA,35203,-18.8,14.3896,https://financialmodelingprep.com/image-stock/RF.png,2002-05-03,False
397,RHI,72.1,1.59267,1213791.0,8217957900,1.36,32.38-73.35,1.28,Robert Half International Inc,USD,0000315213,US7703231032,770323103,New York Stock Exchange,NYSE,Staffing & Employment Services,http://www.rhi.com/,"Robert Half International Inc. provides staffing and risk consulting services in North America, South America, Europe, Asia, and Australia. The company operates through three segments: Temporary and Consultant Staffing, Permanent Placement Staffing, and Risk Consulting and Internal Audit Services. It places temporary services for accounting, finance, and bookkeeping; temporary and full-time office and administrative personnel consisting of executive and administrative assistants, receptionists, and customer service representatives; full-time accounting, financial, tax, and accounting operations personnel; and information technology contract consultants and full-time employees in the areas of platform systems integration to end-user technical and desktop support, including specialists in application development, networking, systems integration and deployment, database design and administration, and security and business continuity. The company also offers temporary and full-time employees in attorney, paralegal, legal administrative, and legal secretarial positions; and senior level project professionals in the accounting and finance fields for financial systems conversions, expansion into new markets, business process reengineering, business systems performance improvement, and post-merger financial consolidation. In addition, it is involved in serving professionals in the areas of interactive media, design, marketing, advertising, and public relations; and placing freelance and project consultants in various positions, such as creative directors, graphics designers, Web content developers, Web designers, media buyers, brand managers, and public relations specialists. Further, the company provides business and technology risk consulting, and internal audit services. It serves clients and employment candidates. Robert Half International Inc. was founded in 1948 and is headquartered in Menlo Park, California.",Mr. M. Keith Waddell,Industrials,US,16000,16502346000,2884 Sand Hill Rd Ste 200,Menlo Park,CALIFORNIA,94025,-16.07,57.6435,https://financialmodelingprep.com/image-stock/RHI.png,1990-01-22,False
398,RJF,110.22,1.33639,773858.0,15144227800,1.5,54.21-110.85,0.81,Raymond James Financial Inc,USD,0000720005,US7547301090,754730109,New York Stock Exchange,NYSE,Capital Markets,https://www.raymondjames.com/,"Raymond James Financial, Inc., through its subsidiaries, engages in the underwriting, distribution, trading, and brokerage of equity and debt securities, and the sale of mutual funds and other investment products in the United States, Canada, and Europe. It operates in five segments: Private Client Group (PCG), Capital Markets, Asset Management, Raymond James (RJ) Bank, and Other. The PCG segment offers securities transaction services, including the sale of equities, mutual funds, fixed income products, and insurance and annuity products to retail clients; investment advisory, investment, and margin loan services; custodial, trading, research, and other support services; diversification strategies and alternative investment products; and borrowing and lending of securities to and from other broker-dealers, financial institutions, and other counterparties. The Capital Markets segment engages in the fixed income and equity institutional sales and trading activities; equity research and investment banking activities; and syndication and related management of investments that qualify for tax credits. It also provides debt and equity underwriting, merger and acquisition, advisory, and public finance services. The Asset Management segment offers portfolio management and related administrative services for retail and institutional clients; and administrative support services, such as record-keeping. The RJ Bank segment provides corporate loans, SBL, tax-exempt loans, residential loans, and other loans. The Other segment engages in the private equity activities, including various direct and third-party private equity investments; and private equity funds. The company was founded in 1962 and is headquartered in St. Petersburg, Florida.",Mr. Paul Reilly,Financial Services,US,14800,17275671000,880 Carillon Pkwy,ST PETERSBURG,FLORIDA,33716,-88.51,106.079,https://financialmodelingprep.com/image-stock/RJF.png,1986-04-11,False
399,RL,110.21,1.33168,1439104.0,8058378800,0.688,59.82-124.18,1.71,Ralph Lauren Corp,USD,0001037038,US7512121010,751212101,New York Stock Exchange,NYSE,Apparel Manufacturing,http://investor.ralphlauren.com/,"Ralph Lauren Corporation designs, markets, and distributes lifestyle products in North America, Europe, Asia, and internationally. The company offers apparel, including a range of men's, women's, and children's clothing accessories, which comprise sandals, eyewear, watches, fashion and fine jewelry, scarves, hats, gloves, umbrellas, and belts, as well as leather goods, such as handbags, luggage, small leather goods, and belts; home products consisting of bedding and bath products, furniture, fabrics and wallpapers, lightings, tabletops, floorcoverings, and giftware; and fragrances. It sells apparel and accessories under the Ralph Lauren Collection, Ralph Lauren Purple Label, Polo Ralph Lauren, Double RL, Lauren Ralph Lauren, Polo Golf Ralph Lauren, Ralph Lauren Golf, RLX Ralph Lauren, Polo Ralph Lauren Children, Chaps, Club Monaco, and other brand names; women's fragrances under the Ralph Lauren Collection, Woman by Ralph Lauren, Romance Collection, Ralph Collection, and Big Pony Women's brand names; and men's fragrances under the Polo Blue, Safari, Purple Label, Polo Red, Polo Green, Polo Black, Polo Supreme, Polo Sport, and Big Pony Men's brand names. The company's restaurant concepts include The Polo Bar in New York City; RL Restaurant in Chicago; Ralph's in Paris; and Ralph's Coffee concept. Ralph Lauren Corporation sells its products to department stores, specialty stores, and golf and pro shops, as well as directly to consumers through its retail stores, concession-based shop-within-shops, and its digital commerce sites. The company directly operates 530 retail stores and 654 concession-based shop-within-shops; and operates 80 Ralph Lauren stores, 31 Ralph Lauren concession shops, and 139 Club Monaco stores and shops through licensing partners. Ralph Lauren Corporation was founded in 1967 and is based in New York, New York.",Mr. Patrice Louvet,Consumer Cyclical,US,13700,12123187000,650 Madison Ave,New York City,NEW YORK,10022,29.32,95.9996,https://financialmodelingprep.com/image-stock/RL.png,1997-06-12,False
400,RMD,201.55,0.3216,495829.0,29327337500,1.9500000000000002,108.85-224.43,-0.62,Resmed Inc,USD,0000943819,US7611521078,761152107,New York Stock Exchange,NYSE,Medical Instruments & Supplies,https://www.resmed.com/,"ResMed Inc. develops, manufactures, distributes, and markets medical devices and cloud-based software applications that diagnose, treat, and manage respiratory disorders comprising sleep apnea, chronic obstructive pulmonary disease, neuromuscular disease, and other chronic diseases. The company operates in two segments, Sleep and Respiratory Care, and Software as a Service. It offers various products and solutions for a range of respiratory disorders, including technologies to be applied in medical and consumer products, ventilation devices, diagnostic products, mask systems for use in the hospital and home, headgear and other accessories, dental devices, portable oxygen concentrators, and cloud-based software informatics solutions to manage patient outcomes, as well as provides customer and business processes. The company also provides U-Sleep, which enables automated patient coaching through a text, email, or interactive voice phone call; AirView that enables remote monitoring, over-the-air trouble shooting, and changing of device settings; and myAir, a patient engagement application that offers sleep data and a daily score based on their previous night's data, as well as connectivity module and propeller solutions. In addition, it provides business management software and services to out-of-hospital providers, home medical equipment, pharmacy, home infusion, orthotics, and prosthetics; and HEALTHCAREfirst and MatrixCare solutions. The company markets its products to sleep clinics, home healthcare dealers, patients, hospitals, physicians, and third-party payers through a network of distributors and direct sales force in approximately 140 countries. ResMed Inc. was founded in 1989 and is headquartered in San Diego, California.",Mr. Michael Farrell,Healthcare,US,7770,18587462400,9001 Spectrum Center Blvd,San Diego,CALIFORNIA,92123,,182.31,https://financialmodelingprep.com/image-stock/RMD.png,1995-06-01,False
401,ROK,247.26,1.51962,747864.0,28720484400,5.199999999999999,115.38-268.91,4.37,Rockwell Automation Inc,USD,0001024478,US7739031091,773903109,New York Stock Exchange,NYSE,Specialty Industrial Machinery,https://www.rockwellautomation.com/,"Rockwell Automation, Inc. provides industrial automation and digital transformation solutions. The company operates in two segments, Architecture & Software, and Control Products & Solutions. The Architecture & Software segment offers a portfolio of automation and information platforms, including hardware and software. Its products include programmable automation controllers; design, visualization, and simulation software; and human machine interface products, networking products, industrial computers, sensing devices, machine safety devices, motion control products, and independent cart technology products. This segment also offers manufacturing execution system and analytics software to enhance operational productivity and meet regulatory requirements. The Control Products & Solutions segment provides low and medium voltage electro-mechanical and electronic motor starters, AC/DC variable frequency drives, motor control and circuit protection devices, operator and signaling devices, termination and protection devices, relays and timers, and electrical control accessories. This segment also offers pre-configured line and load power solutions, packaged drives, motor control centers, and intelligent packaged power and engineered to order automation equipment solutions; and professional lifecycle services, such as safety, security, and digital transformation consulting, as well as automation and information project delivery capabilities, plant network, cloud, cybersecurity, asset management and predictive analytics, and remote, on-site, and managed support services. The company primarily serves a range of industries, which include the automotive, semiconductor, and warehousing and logistics; food and beverage, and life sciences; and oil and gas, metals, and chemicals through independent distributors and direct sales force worldwide. Rockwell Automation, Inc. was founded in 1903 and is headquartered in Milwaukee, Wisconsin.",Mr. Blake Moret,Industrials,US,23500,14143822000,1201 S 2nd St,Milwaukee,WISCONSIN,53204,,245.356,https://financialmodelingprep.com/image-stock/ROK.png,1956-08-29,False
402,ROL,37.23,0.54748,1643530.0,18303160300,0.32666600000000007,20.48-43.0,-0.32,Rollins Inc,USD,0000084839,US7757111049,775711104,New York Stock Exchange,NYSE,Personal Services,http://www.rollins.com/,"Rollins, Inc., through its subsidiaries, provides pest and termite control services to residential and commercial customers. It offers protection against termite damage, rodents, and insects to homes and businesses, including hotels, food service establishments, food manufacturers, retailers, and transportation companies. The company also provides pest management and sanitation services and products to the food and commodity industries; consulting services on border protection related to Australia's biosecurity program; and bird control and specialist services, as well as offers specialized services to mining, and oil and gas sectors. In addition, it offers mosquito control, wildlife, lawn care, insulation, and HVAC services. The company serves clients directly, as well as through franchisee operations in the United States, Canada, Australia, Europe, Asia, Mexico, Central and South America, the Caribbean, the Middle East, and Africa. Rollins, Inc. was founded in 1948 and is headquartered in Atlanta, Georgia.",Mr. Gary Rollins,Consumer Cyclical,US,14952,14048882000,2170 PIEDMONT RD NE,Atlanta,GEORGIA,30324,,59.4979,https://financialmodelingprep.com/image-stock/ROL.png,1981-05-22,False
403,ROP,407.16,1.00558,524567.0,42699686000,2.102,240.0-455.72,2.21,Roper Technologies Inc,USD,0000882835,US7766961061,776696106,New York Stock Exchange,NYSE,Specialty Industrial Machinery,http://www.ropertech.com/,"Roper Technologies, Inc. designs and develops software, and engineered products and solutions worldwide. It offers management, campus solutions, laboratory information management, enterprise management, information solutions, transportation management, financial and compliance management, cloud-based financial analytics and performance management, and diagnostic and laboratory information system software; and software, services, and technologies for foodservice operations. The company also provides cloud-based data, collaboration, and estimating automation software; visual effects and 3D content software; electronic marketplace; wireless sensor network and solutions; cloud-based software solutions; supply chain software; health care service and software; RFID card readers; data analytics and information; pharmacies software solutions; and toll system and products, transaction and violation processing services, and intelligent traffic systems. In addition, it offers precision rubber and polymer testing instruments, and data analysis software; ultrasound accessories; radiotherapy solutions; testing and analyzing plastics solutions; dispensers and metering pumps; control valves; precision weighing equipment; automated surgical scrub and linen dispensing equipment; water meters; automated leak detection equipment; medical devices; products and services for water and gas utilities; and equipment and consumables. The company also provides temperature control and emergency shutoff valves; turbomachinery control hardware, software, and services; specialized pumps; low meter calibrators, and controllers; vibration monitoring systems and controls; analytical instrument; drilling power section; pressure and level sensors; and non-destructive testing equipment and solutions. The company was formerly known as Roper Industries, Inc. and changed its name to Roper Technologies, Inc. in April 2015. Roper Technologies, Inc. was incorporated in 1981 and is based in Sarasota, Florida.",Mr. L. Neil Hunn,Industrials,US,16460,19415562601,"6901 Professional Pkwy East, Suite 200",Sarasota,FLORIDA,34240,,428.213,https://financialmodelingprep.com/image-stock/ROP.png,1996-11-01,False
404,ROST,120.66,0.74061,2103737.0,42955686000,0.285,56.3-124.16,1.94,Ross Stores Inc,USD,0000745732,US7782961038,778296103,Nasdaq Global Select,NASDAQ,Apparel Retail,http://www.rossstores.com,"Ross Stores, Inc., together with its subsidiaries, operates off-price retail apparel and home fashion stores under the Ross Dress for Less and dd's DISCOUNTS brands. Its stores primarily offers apparel, accessories, footwear, and home fashions. The company's Ross Dress for Less stores sell its products at department and specialty stores primarily to middle income households; and dd's DISCOUNTS stores sell its products at department and discount stores regular prices to customers from households with moderate income. As of October 21, 2020, it operated approximately 1,800 off-price apparel and home fashion stores in 39 states, the District of Columbia, and Guam. The company was founded in 1982 and is headquartered in Dublin, California.",Ms. Barbara Rentler,Consumer Cyclical,US,92500,19259654400,5130 Hacienda Dr,Dublin California,CALIFORNIA,94568,2.08,95.911,https://financialmodelingprep.com/image-stock/ROST.png,1985-08-08,False
405,RSG,91.78,0.61337,1267337.0,29252579300,1.66,65.37-103.79,0.85,Republic Services Inc,USD,0001060391,US7607591002,760759100,New York Stock Exchange,NYSE,Waste Management,http://www.republicservices.com/,"Republic Services, Inc., together with its subsidiaries, provides non-hazardous solid waste collection, transfer, disposal, recycling, and environmental services in the United States. The company serves small-container, large-container, and municipal and residential customers. The company's collection services include curbside collection of waste for transport to transfer stations, landfills, or recycling processing centers; supply of waste containers; and renting of compactors. It is also involved in the processing and sale of old corrugated containers, old newsprint, aluminum, glass, and other materials; temporary waste and recycling collection services; and provision of landfill services. As of December 31, 2019, the company operated through 340 collection operations, 212 transfer stations, 189 active landfills, 79 recycling processing centers, and 15 salt water disposal wells, as well as 7 treatment, recovery, and disposal facilities in 41 states and Puerto Rico. It also operated 75 landfill gas-to-energy and renewable energy projects and had 130 closed landfills. The company was founded in 1996 and is headquartered in Phoenix, Arizona.",Mr. Donald Slager,Industrials,US,36000,14806272700,18500 N Allied Way,Phoenix,ARIZONA,85054-6164,,91.8163,https://financialmodelingprep.com/image-stock/RSG.png,1998-07-01,False
406,RTN,116.96,0.887015,9360245.0,32566458400,0.9425,103.0-233.48,-5.47,Raytheon Company,USD,0001047122,,,New York Stock Exchange,NYSE,Aerospace & Defense,http://www.raytheon.com,,None,Industrials,,,,,,,,,0.0,https://financialmodelingprep.com/image-stock/RTN.png,,False
407,SBAC,267.01,0.23439,677351.0,29649592300,1.86,205.2-328.37,-6.85,SBA Communications Corp,USD,0001034054,US78410G1040,78410G104,Nasdaq Global Select,NASDAQ,REIT Specialty,https://ir.sbasite.com/overview/default.aspx,"SBA Communications Corporation is a first choice provider and leading owner and operator of wireless communications infrastructure in North, Central, and South America and South Africa. By ?Building Better Wireless,? SBA generates revenue from two primary businesses ? site leasing and site development services. The primary focus of the Company is the leasing of antenna space on its multi-tenant communication sites to a variety of wireless service providers under long-term lease contracts.",Mr. Jeffrey Stoops,Real Estate,US,1475,15612269345,8051 Congress Ave,Boca Raton,FLORIDA,33487,-8.95,308.214,https://financialmodelingprep.com/image-stock/SBAC.png,1999-06-16,False
408,SBUX,106.26,0.78278,6234019.0,125099901000,1.27,50.02-107.75,-0.22,Starbucks Corp,USD,0000829224,US8552441094,855244109,Nasdaq Global Select,NASDAQ,Restaurants,https://www.starbucks.com/,"Starbucks Corporation, together with its subsidiaries, operates as a roaster, marketer, and retailer of specialty coffee worldwide. The company operates through three segments: Americas, International, and Channel Development. Its stores offer coffee and tea beverages, roasted whole bean and ground coffees, single-serve and ready-to-drink beverages, and iced tea; and various food products, such as pastries, breakfast sandwiches, and lunch items. The company also licenses its trademarks through licensed stores, and grocery and foodservice accounts. The company offers its products under the Starbucks, Teavana, Seattle's Best Coffee, Evolution Fresh, Ethos, Starbucks Reserve, and Princi brand names. As of October 29, 2020, it operated approximately 32,000 stores. Starbucks Corporation was founded in 1971 and is based in Seattle, Washington.",Mr. Kevin Johnson,Consumer Cyclical,US,349000,12064471575,2401 Utah Ave S,Seattle,WASHINGTON,98134,128.6,90.4486,https://financialmodelingprep.com/image-stock/SBUX.png,1992-06-01,False
409,SCHW,55.85,1.15748,9149900.0,104946614000,0.8999999999999999,28.0-62.04,0.11,Charles Schwab Corp,USD,,US8085131055,808513105,New York Stock Exchange,NYSE,Capital Markets,http://www.aboutschwab.com/,"The Charles Schwab Corporation, through its subsidiaries, provides wealth management, securities brokerage, banking, asset management, custody, and financial advisory services. The company operates through two segments, Investor Services and Advisor Services. The Investor Services segment provides retail brokerage and banking services, retirement plan services, and other corporate brokerage services; equity compensation plan sponsors full-service recordkeeping for stock plans, stock options, restricted stock, performance shares, and stock appreciation rights; and retail investor, retirement plan, and mutual fund clearing services. The Advisor Services segment offers custodial, trading, and support services; and retirement business and corporate brokerage retirement services. This segment provides brokerage accounts with cash management capabilities; third-party mutual funds, as well as proprietary mutual funds, plus mutual fund trading, and clearing services to broker-dealers; and exchange-traded funds (ETFs), including proprietary and third-party ETFs. It also offers advice solutions, such as managed portfolios of proprietary and third-party mutual funds and ETFs, separately managed accounts, customized personal advice for tailored portfolios, and specialized planning and portfolio management. In addition, this segment provides banking products and services, including checking and savings accounts, certificates of deposit, first lien residential real estate mortgage loans, home equity loans and lines of credit, and pledged asset lines; and trust services comprising trust custody services, personal trust reporting services, and administrative trustee services. The company serves individuals and institutional clients in the United States, the Commonwealth of Puerto Rico, the United Kingdom, Hong Kong, Singapore, and Australia. The Charles Schwab Corporation was founded in 1971 and is headquartered in San Francisco, California.",Mr. Walter Bettinger,Financial Services,US,22100,14156677000,211 Main St,San Francisco,CALIFORNIA,94105,-52.96,61.1611,https://financialmodelingprep.com/image-stock/SCHW.png,2010-03-05,False
