,symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,volume,avgVolume,exchange,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
328,MXIM,"Maxim Integrated Products, Inc.",91.58,2.67,2.38,89.29,91.64,98.44,41.93,24547194880.0,90.81438,77.378395,1743096.0,2082286.0,NASDAQ,89.29,89.2,2.682,34.14616,2021-01-26T16:03:04.000+0000,268041001.0,1612826399
329,MYL,Mylan N.V.,10.819,-1.47,-0.161,10.7,10.97,17.99246,7.55,2510073088.0,11.38625,10.113179,118250.0,267286.0,NASDAQ,10.89,10.98,-3.367,,2020-11-04T16:45:00.000+0000,232006016.0,1612826399
330,NBL,"Noble Energy, Inc.",8.46,0.0,0.0,8.13,8.51,425.0,2.73,4100139008.0,68.24581,28.897892,12416336.0,5975140.0,NASDAQ,8.16,8.46,-11.608,,2020-08-03T07:00:00.000+0000,484650001.0,1612826399
331,NCLH,Norwegian Cruise Line Holdings Ltd.,25.01,1.17,0.29,24.725,25.25,54.28,7.03,6893656576.0,24.421875,19.670584,11424691.0,23226096.0,NYSE,25.0,24.72,-13.448,,2020-11-09T16:20:00.000+0000,275636009.0,1612826399
332,NDAQ,"Nasdaq, Inc.",142.45,-0.1,-0.14,141.92,143.84,145.4,71.66,23398551552.0,137.315,129.92598,450525.0,949208.0,NASDAQ,143.1,142.59,5.59,25.483004,2021-01-27T07:00:00.000+0000,164257996.0,1612826399
333,NEE,"NextEra Energy, Inc.",83.4,-0.24,-0.2,83.13,84.73,87.69,43.7,163386441728.0,80.020935,74.36668,6788594.0,7655691.0,NYSE,84.0,83.6,1.48,56.351353,2021-01-26T13:30:00.000+0000,1959070045.0,1612826399
334,NEM,Newmont Corporation,60.42,1.89,1.12,59.71,60.92,72.22,33.0,48538890240.0,61.181873,63.19416,6246081.0,6303100.0,NYSE,59.97,59.3,3.182,18.988058,2021-02-18T13:30:00.000+0000,803357998.0,1612826399
335,NFLX,"Netflix, Inc.",547.92,-0.52,-2.87,543.7,554.9,593.29,290.25,242671026176.0,529.3475,506.95752,2678766.0,4993086.0,NASDAQ,555.0,550.79,6.08,90.118416,2021-01-19T16:00:00.000+0000,442894996.0,1612826399
336,NI,NiSource Inc.,22.32,-1.15,-0.26,22.2,22.675,30.46,19.56,8553291776.0,22.205626,23.066715,2064905.0,3007565.0,NYSE,22.61,22.58,-0.776,,2021-02-17T13:30:00.000+0000,383211997.0,1612826399
337,NKE,"NIKE, Inc.",143.41,-1.17,-1.7,142.8,145.88,147.95,60.0,226084438016.0,140.74063,125.928246,6302595.0,5678819.0,NYSE,145.15,145.11,1.774,80.83991,2020-12-18T16:15:03.000+0000,1576490050.0,1612826399
338,NLOK,NortonLifeLock Inc.,20.56,-2.42,-0.51,20.52,21.2,24.4,15.12,12168847360.0,20.9925,21.02,5793230.0,6442145.0,NASDAQ,21.2,21.07,,,2021-02-04T16:12:00.000+0000,591870008.0,1612826399
339,NLSN,Nielsen Holdings plc,22.82,0.57,0.13,22.54,22.87,23.99,11.62,8162212352.0,21.541876,16.798393,3221568.0,5184750.0,NYSE,22.77,22.69,-0.421,,2021-02-25T13:30:00.000+0000,357678017.0,1612826399
340,NOC,Northrop Grumman Corporation,300.13,0.45,1.34,298.09,301.6,374.39,263.31,50037075968.0,297.57187,314.05518,1588593.0,1053424.0,NYSE,301.0,298.79,19.03,15.771413,2021-01-28T06:39:26.000+0000,166718009.0,1612826399
341,NOV,"National Oilwell Varco, Inc.",13.65,2.09,0.28,13.45,13.83,24.21,7.7,5299803648.0,13.814062,11.910146,4154241.0,5933521.0,NYSE,13.45,13.37,-6.62,,2021-02-04T18:00:01.000+0000,388264004.0,1612826399
342,NOW,"ServiceNow, Inc.",587.91,-0.31,-1.82,584.0,598.37,598.37,238.93,114701238272.0,541.4344,499.56693,1031168.0,1394900.0,NYSE,591.31,589.73,0.59,996.45764,2021-01-27T16:10:00.000+0000,195099995.0,1612826399
343,NRG,"NRG Energy, Inc.",42.07,0.55,0.23,41.59,42.16,43.54,19.54,10274376704.0,39.1875,34.25409,1694166.0,2416955.0,NYSE,42.13,41.84,16.376,2.5690036,2021-02-25T13:30:00.000+0000,244220982.0,1612826399
344,NSC,Norfolk Southern Corporation,243.8,-0.76,-1.86,240.78,246.4,258.17,112.62,61416144896.0,242.94438,223.59511,919233.0,1188162.0,NYSE,246.08,245.66,7.837,31.108843,2021-01-27T08:00:13.000+0000,251911997.0,1612826399
345,NTAP,"NetApp, Inc.",69.73,3.49,2.35,67.8,69.75,70.64,34.66,15576636416.0,65.7025,51.754013,1014709.0,2147885.0,NASDAQ,67.94,67.38,3.067,22.735575,2021-02-24T21:00:00.000+0000,223385005.0,1612826399
346,NTRS,Northern Trust Corporation,97.65,0.5,0.49,96.89,98.0,104.45,60.67,20339421184.0,94.120316,86.70672,757723.0,939957.0,NASDAQ,97.25,97.16,5.46,17.884615,2021-01-21T07:28:00.000+0000,208289003.0,1612826399
347,NUE,Nucor Corporation,53.7,1.36,0.72,53.33,54.38,58.52,27.53,16213586944.0,53.650936,49.78321,1680504.0,2034811.0,NYSE,53.66,52.98,2.36,22.754238,2021-01-28T13:30:00.000+0000,301928993.0,1612826399
348,NVDA,NVIDIA Corporation,577.55,6.24,33.91,549.0886,578.93,589.07,180.68,357503434752.0,530.8828,516.56934,10389419.0,7475022.0,NASDAQ,549.0886,543.64,6.117,94.4172,2021-02-24T21:00:00.000+0000,618999974.0,1612826399
349,NVR,"NVR, Inc.",4740.93,1.55,72.52,4675.0,4806.5444,4806.5444,2043.01,17520486400.0,4246.1245,4130.769,22238.0,26080.0,NYSE,4695.47,4668.41,230.11,20.602886,2021-01-28T09:00:35.000+0000,3695580.0,1612826399
350,NWL,Newell Brands Inc.,26.56,1.65,0.43,26.24,26.61,26.61,10.44,11269407744.0,23.494062,19.402555,2551618.0,3114226.0,NASDAQ,26.4304,26.13,-0.246,,2021-02-12T13:30:00.000+0000,424299990.0,1612826399
351,NWS,News Corporation,21.4,2.79,0.58,20.83,21.45,21.58,7.88,12802271232.0,18.425312,15.958029,655510.0,797049.0,NASDAQ,20.83,20.82,-1.463,,,598236973.0,1612826399
352,NWSA,News Corporation,21.7,2.26,0.48,21.27,21.82,22.25,7.9,12737032192.0,18.79125,16.055548,3494719.0,2957118.0,NASDAQ,21.27,21.22,-1.463,,2021-02-04T16:00:00.000+0000,586960009.0,1612826399
353,O,Realty Income Corporation,60.9,-0.46,-0.28,60.78,61.3,84.92,38.0,22738720768.0,59.961876,61.045692,1909412.0,3029555.0,NYSE,61.21,61.18,1.201,50.707745,2021-02-22T16:00:00.000+0000,373378009.0,1612826399
354,ODFL,"Old Dominion Freight Line, Inc.",212.25,1.34,2.8,208.62,214.0,214.0,105.8,24903503872.0,200.75781,196.53233,535075.0,692829.0,NASDAQ,209.32,209.45,5.68,37.367958,2021-02-04T07:00:00.000+0000,117330996.0,1612826399
355,OKE,"ONEOK, Inc.",43.43,1.38,0.59,42.84,43.8,78.48,12.16,19300161536.0,41.033123,32.915985,2563976.0,3527211.0,NYSE,43.05,42.84,1.46,29.746574,2021-02-22T21:00:00.000+0000,444396996.0,1612826399
356,OMC,Omnicom Group Inc.,66.75,1.32,0.87,65.73,66.83,80.25,44.5,14349447168.0,63.155937,56.887592,1070165.0,2206145.0,NYSE,66.13,65.88,4.435,15.050733,2020-10-27T06:45:02.000+0000,214972991.0,1612826399
357,ORCL,Oracle Corporation,63.11,-0.77,-0.49,62.835,63.87,66.2,39.71,185797738496.0,62.789062,59.063797,7001935.0,10695870.0,NYSE,63.79,63.6,3.306,19.089535,2020-12-10T16:02:05.000+0000,2944030082.0,1612826399
358,ORLY,"O'Reilly Automotive, Inc.",452.5,0.94,4.21,451.06,456.85,496.61,251.52,32782901248.0,457.22968,457.66818,481782.0,588811.0,NASDAQ,452.3,448.29,22.339,20.256054,2021-02-10T21:00:00.000+0000,72448401.0,1612826399
359,OXY,Occidental Petroleum Corporation,25.45,12.81,2.89,23.0,25.5,43.6,8.52,23699269632.0,20.293125,14.857956,31447980.0,25758109.0,NYSE,23.02,22.56,-17.277,,2021-02-16T21:00:00.000+0000,931209023.0,1612826399
360,PAYC,"Paycom Software, Inc.",429.48,-1.09,-4.74,426.95,441.42,471.08,163.42,24751362048.0,422.42593,361.28394,295883.0,379700.0,NYSE,436.0,434.22,2.817,152.46007,2021-02-10T21:00:00.000+0000,57631000.0,1612826399
361,PAYX,"Paychex, Inc.",91.71,0.09,0.08,90.53,91.85,99.95,47.87,33073469440.0,90.65437,84.12737,1081602.0,1677675.0,NASDAQ,90.63,91.63,2.93,31.30034,2020-12-23T08:30:04.000+0000,360631005.0,1612826399
362,PBCT,"People's United Financial, Inc.",14.83,2.13,0.31,14.47,14.85,16.36,9.37,6298004480.0,13.790313,11.929781,3125995.0,5188575.0,NASDAQ,14.62,14.52,1.32,11.234848,2021-04-22T20:00:00.000+0000,424680005.0,1612826399
363,PCAR,PACCAR Inc,96.77,0.53,0.51,95.83,97.39,103.19,49.11,33540481024.0,90.30406,88.0354,1140266.0,1731740.0,NASDAQ,97.39,96.26,3.74,25.87433,2021-01-26T08:00:01.000+0000,346599990.0,1612826399
364,PEAK,"Healthpeak Properties, Inc.",30.26,-0.79,-0.24,30.155,30.62,37.64,18.63,16290804736.0,29.682812,28.642992,2897449.0,3522870.0,NYSE,30.55,30.5,,,2021-02-09T21:00:00.000+0000,538361029.0,1612826399
365,PEG,Public Service Enterprise Group Incorporated,58.81,-0.86,-0.51,58.39,59.99,62.15,34.75,29748922368.0,57.5275,56.391315,1643279.0,2337070.0,NYSE,59.35,59.32,3.77,15.59947,2021-02-26T13:30:00.000+0000,505848025.0,1612826399
366,PEP,"PepsiCo, Inc.",140.4,-0.4,-0.56,139.5,141.81,148.77,101.42,194027159552.0,142.12593,139.93803,3966293.0,4101155.0,NASDAQ,141.19,140.96,5.05,27.801977,2021-02-11T13:30:00.000+0000,1381959826.0,1612826399
367,PFE,Pfizer Inc.,34.82,-0.29,-0.1,34.74,35.0138,43.08,26.451612,193543487488.0,36.589375,36.24374,31525184.0,49593527.0,NYSE,34.96,34.92,1.707,20.39836,2021-02-02T06:45:00.000+0000,5558399985.0,1612826399
368,PFG,"Principal Financial Group, Inc.",54.06,2.76,1.45,52.78,54.09,57.0,23.31,14774598656.0,51.060936,45.74022,1060570.0,1525522.0,NASDAQ,52.78,52.61,4.409,12.261284,2021-04-27T16:15:00.000+0000,273300012.0,1612826399
369,PG,The Procter & Gamble Company,129.17,-0.31,-0.4,128.11,130.1,146.92,94.34,318078517248.0,134.47906,137.14131,7008603.0,7151798.0,NYSE,129.93,129.57,5.292,24.408543,2021-01-20T07:00:01.000+0000,2462479811.0,1612826399
370,PGR,The Progressive Corporation,86.17,-1.49,-1.3,85.9,88.02,102.05,62.18,50426683392.0,93.76531,93.27117,3957968.0,2820883.0,NYSE,87.92,87.47,9.66,8.92029,2021-02-17T13:30:00.000+0000,585199993.0,1612826399
371,PH,Parker-Hannifin Corporation,278.64,-0.3,-0.83,275.58,281.745,293.8,93.0,35967131648.0,274.18875,235.99263,857929.0,906831.0,NYSE,281.46,279.47,11.016,25.294119,2021-04-29T12:30:00.000+0000,129081006.0,1612826399
372,PHM,"PulteGroup, Inc.",49.26,2.35,1.13,48.02,49.4003,50.23,17.12,13097937920.0,44.608124,44.622993,2508752.0,3190578.0,NYSE,48.48,48.13,5.176,9.517001,2021-01-28T06:30:00.000+0000,265893989.0,1612826399
373,PKG,Packaging Corporation of America,133.03,-0.2,-0.27,132.65,135.18,148.14,71.05,12615341056.0,138.5003,119.92949,737771.0,621290.0,NYSE,133.95,133.3,4.84,27.485537,2021-01-27T17:00:00.000+0000,94830798.0,1612826399
374,PKI,"PerkinElmer, Inc.",144.55,-0.33,-0.48,142.23,147.155,162.7,62.91,16185841664.0,147.55188,130.63583,800868.0,972803.0,NYSE,145.72,145.03,6.494,22.259008,2021-02-02T16:05:01.000+0000,111974000.0,1612826399
375,PLD,"Prologis, Inc.",107.08,0.36,0.38,105.91,107.12,112.37,59.82,79155994624.0,99.66688,101.17124,1753671.0,2916780.0,NYSE,106.75,106.7,2.008,53.3267,2021-01-26T08:00:31.000+0000,739222961.0,1612826399
376,PM,Philip Morris International Inc.,85.99,2.03,1.71,84.15,86.04,90.17,56.01,133913935872.0,81.71906,78.66971,4842302.0,5277913.0,NYSE,84.4,84.28,5.16,16.664728,2021-04-20T12:30:00.000+0000,1557319873.0,1612826399
377,PNC,"The PNC Financial Services Group, Inc.",158.79,1.18,1.85,156.69,158.83,162.74,79.41,67326955520.0,151.59563,125.54256,1309858.0,2263593.0,NYSE,156.81,156.94,16.972,9.355998,2021-04-16T12:30:00.000+0000,423999972.0,1612826399
378,PNR,Pentair plc,56.04,1.6,0.88,54.96,56.19,59.3,22.01,9322030080.0,55.080624,49.765327,953573.0,1123204.0,NYSE,55.49,55.16,2.139,26.19916,2021-01-28T06:55:00.000+0000,166346004.0,1612826399
379,PNW,Pinnacle West Capital Corporation,76.94,-1.08,-0.84,76.3,77.94,105.51,60.05,8663213056.0,77.6775,79.22796,806508.0,865442.0,NYSE,77.81,77.78,5.611,13.712351,2021-02-24T13:30:00.000+0000,112596998.0,1612826399
380,PPG,"PPG Industries, Inc.",140.22,0.08,0.11,139.61,141.7,153.81,69.77,33120524288.0,143.88,132.79773,1116705.0,1301096.0,NYSE,141.4,140.11,4.453,31.488884,2021-01-21T16:16:00.000+0000,236203996.0,1612826399
381,PPL,PPL Corporation,27.87,0.0,0.0,27.7,28.16,36.44,18.12,21427210240.0,27.734062,27.945475,3650898.0,4760749.0,NYSE,27.99,27.87,2.014,13.838134,2021-02-18T13:30:00.000+0000,768827063.0,1612826399
382,PRGO,Perrigo Company plc,43.51,0.97,0.42,43.02,43.65,63.86,40.01,5938723328.0,44.105,47.679344,733667.0,1037786.0,NYSE,43.37,43.09,-0.049,,2020-11-04T16:01:07.000+0000,136490998.0,1612826399
383,PRU,"Prudential Financial, Inc.",80.91,0.94,0.75,79.3245,80.94,97.24,38.62,32072724480.0,80.08875,71.92599,2703619.0,2118990.0,NYSE,80.4,80.16,-0.993,,2021-05-04T16:15:00.000+0000,396400006.0,1612826399
384,PSA,Public Storage,232.51,1.38,3.17,227.56,232.71,240.75,155.37,40647860224.0,225.64343,220.7308,523048.0,922178.0,NYSE,228.73,229.34,6.49,35.825886,2021-02-25T00:00:00.000+0000,174821987.0,1612826399
385,PSX,Phillips 66,75.79,5.21,3.75,72.55,76.14,92.3,40.04,33105072128.0,70.95125,61.44555,2676974.0,3589309.0,NYSE,72.8,72.04,-9.06,,2021-01-29T07:00:00.000+0000,436800002.0,1612826399
386,PVH,PVH Corp.,95.24,0.05,0.05,94.34,96.47,108.84,28.4,6771582976.0,95.6625,72.978615,919892.0,1142093.0,NYSE,95.93,95.19,-15.992,,2020-12-02T16:15:01.000+0000,71100199.0,1612826399
387,PWR,"Quanta Services, Inc.",76.58,0.83,0.63,76.08,77.07,79.86,23.77,10633974784.0,73.79188,61.398613,852655.0,1253677.0,NYSE,76.75,75.95,2.702,28.34197,2021-02-25T13:30:00.000+0000,138860992.0,1612826399
388,PXD,Pioneer Natural Resources Company,133.05,3.75,4.81,128.45,133.9392,147.24,48.62,28766343168.0,123.034065,103.06635,2027216.0,2388744.0,NYSE,129.0,128.24,1.041,127.8098,2021-02-17T21:00:00.000+0000,216207014.0,1612826399
389,PYPL,"PayPal Holdings, Inc.",282.17,4.72,12.73,274.6235,282.6989,282.6989,82.07,330471899136.0,241.57718,208.09737,9564579.0,8576881.0,NASDAQ,276.88,269.44,3.54,79.709045,2021-02-03T16:17:28.000+0000,1171180137.0,1612826399
390,QCOM,QUALCOMM Incorporated,147.38,1.06,1.54,145.3,147.6,167.94,58.0,167423688704.0,155.25781,132.45839,11883818.0,8959654.0,NASDAQ,147.1,145.84,5.85,25.193163,2021-02-03T16:01:03.000+0000,1136000059.0,1612826399
391,QRVO,"Qorvo, Inc.",170.76,2.17,3.62,167.25,171.2299,191.825,67.54,19340789760.0,173.83406,145.26215,1602574.0,1320790.0,NASDAQ,169.16,167.14,4.157,41.077698,2021-02-03T16:00:00.000+0000,113262999.0,1612826399
392,RCL,Royal Caribbean Cruises Ltd.,70.7,-1.23,-0.88,70.5801,72.5,118.03,19.25,16783118336.0,71.152504,66.884674,2693084.0,5242077.0,NYSE,72.5,71.58,-19.76,,2020-10-29T08:00:15.000+0000,237384984.0,1612826399
393,RE,"Everest Re Group, Ltd.",225.19,2.64,5.79,219.25,225.42,294.31,157.32,8999875584.0,228.40562,219.92249,236785.0,248554.0,NYSE,219.99,219.4,16.519,13.632182,2021-02-08T21:00:00.000+0000,39965698.0,1612826399
394,REG,Regency Centers Corporation,48.96,-0.31,-0.15,48.47,49.08,64.65,31.8,8307532800.0,46.35781,42.747154,1029379.0,1304831.0,NASDAQ,49.01,49.11,0.277,176.7509,2021-02-11T21:00:00.000+0000,169680000.0,1612826399
395,REGN,"Regeneron Pharmaceuticals, Inc.",494.9,-0.82,-4.08,492.48,506.6276,664.64,377.44,52808798208.0,504.17813,555.3833,1192048.0,987560.0,NASDAQ,503.14,498.98,30.52,16.215595,2021-02-05T06:30:08.000+0000,106705998.0,1612826399
396,RF,Regions Financial Corporation,19.54,3.22,0.61,19.0,19.55,19.55,6.94,18767077376.0,17.285938,13.9321165,6692639.0,8710298.0,NYSE,19.03,18.93,1.03,18.970875,2021-04-23T12:30:00.000+0000,960444083.0,1612826399
397,RHI,Robert Half International Inc.,72.1,1.81,1.28,70.75,72.22,73.35,32.38,8217957888.0,65.12625,58.614525,595459.0,1223927.0,NYSE,71.14,70.82,2.7,26.703703,2021-01-28T16:15:20.000+0000,113979998.0,1612826399
398,RJF,"Raymond James Financial, Inc.",110.22,0.74,0.81,109.92,110.85,110.85,54.21,15144227840.0,99.864685,84.24533,706763.0,774957.0,NYSE,110.0,109.41,6.164,17.881247,2021-01-27T21:00:00.000+0000,137399999.0,1612826399
399,RL,Ralph Lauren Corporation,110.21,1.58,1.71,108.58,111.42,124.18,59.82,8058378752.0,105.979065,83.504745,1091424.0,1444804.0,NYSE,109.16,108.5,-4.029,,2021-02-04T08:01:00.000+0000,73118399.0,1612826399
400,RMD,ResMed Inc.,201.55,-0.31,-0.62,200.8,204.03,224.43,108.85,29327337472.0,212.65688,195.30598,746894.0,491711.0,NYSE,202.61,202.17,4.79,42.077244,2021-01-28T16:05:01.000+0000,145508993.0,1612826399
401,ROK,"Rockwell Automation, Inc.",247.26,1.8,4.37,244.08,247.33,268.91,115.38,28720484352.0,253.29187,239.493,595592.0,750359.0,NYSE,245.34,242.89,11.18,22.116278,2021-01-26T07:00:01.000+0000,116154996.0,1612826399
402,ROL,"Rollins, Inc.",37.23,-0.85,-0.32,36.925,37.95,43.0,20.48,18303160320.0,38.24625,37.55326,1309842.0,1648998.0,NYSE,37.78,37.55,0.53,70.245285,2021-01-27T07:30:02.000+0000,491623968.0,1612826399
403,ROP,"Roper Technologies, Inc.",407.16,0.55,2.21,403.21,409.14,455.72,240.0,42699685888.0,416.95438,415.13425,378852.0,526955.0,NYSE,405.69,404.95,8.98,45.34076,2021-01-29T06:55:00.000+0000,104872006.0,1612826399
404,ROST,"Ross Stores, Inc.",120.66,1.63,1.94,117.855,120.69,124.16,56.3,42955685888.0,117.345,101.89438,1400723.0,2114595.0,NASDAQ,118.96,118.72,0.86,140.30232,2020-11-19T16:01:00.000+0000,356006016.0,1612826399
405,RSG,"Republic Services, Inc.",91.78,0.93,0.85,90.54,91.88,103.79,65.37,29252579328.0,94.08813,93.54569,1672368.0,1260695.0,NYSE,91.0,90.93,3.191,28.762144,2021-02-22T21:00:00.000+0000,318724987.0,1612826399
406,RTN,Raytheon Company,116.96,-4.47,-5.47,115.0,126.85,233.48,103.0,32566458368.0,116.96,116.96,9360245.0,9360245.0,NYSE,120.65,122.43,11.924,9.808789,2020-01-30T12:00:00.000+0000,278440992.0,1612826399
407,SBAC,SBA Communications Corporation,267.01,-2.5,-6.85,264.24,272.77,328.37,205.2,29649592320.0,272.05063,294.54788,801141.0,674932.0,NASDAQ,272.77,273.86,-0.128,,2021-02-22T21:00:00.000+0000,111043003.0,1612826399
408,SBUX,Starbucks Corporation,106.26,-0.21,-0.22,105.34,106.53,107.75,50.02,125099900928.0,102.98063,91.69277,4637815.0,6256942.0,NASDAQ,106.42,106.48,0.568,187.07747,2021-04-27T10:59:00.000+0000,1177300028.0,1612826399
409,SCHW,The Charles Schwab Corporation,55.85,0.2,0.11,55.22,56.1075,62.04,28.0,104946614272.0,55.558125,43.56686,5376417.0,9211749.0,NYSE,55.98,55.74,2.12,26.344341,2021-01-19T08:45:38.000+0000,1879079933.0,1612826399
410,SEE,Sealed Air Corporation,45.5,0.64,0.29,45.02,46.05,47.9,17.06,7059461120.0,44.95844,42.055473,1866101.0,1050490.0,NYSE,45.6,45.21,2.981,15.263334,2021-02-09T13:30:00.000+0000,155152992.0,1612826399
411,SHW,The Sherwin-Williams Company,724.01,1.04,7.43,721.37,729.42,758.0,325.43,65757843456.0,724.03906,699.8934,474357.0,465370.0,NYSE,722.96,716.58,22.08,32.79031,2021-01-28T07:00:15.000+0000,90824496.0,1612826399
412,SIVB,SVB Financial Group,504.16,2.7,13.25,493.13,504.74,504.74,127.39,26160105472.0,433.0056,317.01804,335590.0,424411.0,NASDAQ,489.26,490.91,22.87,22.0446,2021-04-22T20:00:00.000+0000,51888499.0,1612826399
413,SJM,The J. M. Smucker Company,115.12,0.58,0.66,113.45,115.555,131.69,91.88,12846586880.0,115.82875,115.12022,811761.0,1065447.0,NYSE,114.95,114.46,7.728,14.896481,2021-02-25T13:30:00.000+0000,111593006.0,1612826399
414,SLB,Schlumberger Limited,25.99,3.92,0.98,25.34,26.17,35.38,11.87,36186656768.0,23.475313,19.714306,11485488.0,13716788.0,NYSE,25.45,25.01,-7.57,,2021-01-22T07:00:00.000+0000,1392330003.0,1612826399
415,SLG,SL Green Realty Corp.,64.46,1.11,0.71,63.03,64.92,98.79506,36.210094,4416031744.0,62.287308,54.58419,776232.0,1605496.0,NYSE,64.0,63.75,4.869,13.238858,2021-01-27T17:56:00.000+0000,68508094.0,1612826399
416,SNA,Snap-on Incorporated,185.48,0.6,1.11,184.27,186.52,193.54,90.72,10055724032.0,174.79813,161.92197,444580.0,495518.0,NYSE,185.67,184.37,11.44,16.213287,2021-02-04T06:30:00.000+0000,54214600.0,1612826399
417,SNPS,"Synopsys, Inc.",276.48,1.3,3.56,274.19,278.39,280.11,104.9,42310287360.0,261.19876,227.21161,494522.0,754845.0,NASDAQ,275.3,272.92,4.27,64.74942,2021-02-17T21:00:00.000+0000,153032000.0,1612826399
418,SO,The Southern Company,60.73,-0.25,-0.15,60.63,61.28,70.37,41.96,64145453056.0,60.025936,57.705765,3548953.0,3707462.0,NYSE,60.94,60.88,2.988,20.324633,2021-02-18T13:30:00.000+0000,1056239965.0,1612826399
419,SPG,"Simon Property Group, Inc.",98.94,2.26,2.19,96.6604,99.47,144.3,42.25,32465776640.0,89.80406,75.3165,4425678.0,5581057.0,NYSE,97.6,96.75,4.401,22.481255,2021-02-08T21:00:00.000+0000,328136008.0,1612826399
420,SPGI,S&P Global Inc.,325.44,0.44,1.42,322.94,326.3,379.87,186.06,78322671616.0,319.9731,340.24176,1250009.0,1718119.0,NYSE,325.56,324.02,9.977,32.619022,2021-02-09T13:30:00.000+0000,240667010.0,1612826399
421,SRE,Sempra Energy,124.85,-1.1,-1.39,124.58,126.64,161.76,88.0,36015480832.0,123.63062,125.81081,1078571.0,1759542.0,NYSE,126.1,126.24,13.013,9.594253,2021-02-25T07:00:00.000+0000,288470011.0,1612826399
422,STE,STERIS plc,183.85,0.37,0.67,182.42,186.07,203.91,105.69,15692056576.0,189.43,178.36832,531359.0,457981.0,NYSE,183.1,183.18,5.029,36.55797,2021-02-02T16:30:00.000+0000,85352497.0,1612826399
423,STT,State Street Corporation,76.07,1.74,1.3,74.805,76.17,81.82,42.1,26864576512.0,73.953125,68.21204,1893515.0,2382596.0,NYSE,75.26,74.77,6.32,12.036392,2021-01-19T07:30:00.000+0000,353155995.0,1612826399
424,STX,Seagate Technology plc,71.41,2.84,1.97,69.61,72.0,77.07,39.02,16901462016.0,62.886562,54.00358,2162228.0,3576919.0,NASDAQ,69.68,69.44,3.828,18.65465,2021-01-21T16:05:00.000+0000,236682006.0,1612826399
425,STZ,"Constellation Brands, Inc.",228.63,0.64,1.45,223.69,228.66,240.76,104.28,43995500544.0,220.67406,195.99876,814107.0,1149014.0,NYSE,226.55,227.18,10.365,22.057888,2021-01-07T07:30:00.000+0000,192431004.0,1612826399
426,SWK,"Stanley Black & Decker, Inc.",175.68,-0.54,-0.96,174.62,178.28,195.0,70.0,28147976192.0,175.99344,170.37744,1165245.0,1151085.0,NYSE,177.6,176.64,7.77,22.610037,2021-01-28T06:00:09.000+0000,160222997.0,1612826399
427,SWKS,"Skyworks Solutions, Inc.",181.57,1.46,2.62,178.54,182.5,189.7,67.9,29940893696.0,161.24156,147.71547,2079456.0,2277052.0,NASDAQ,180.32,178.95,6.326,28.70218,2021-01-28T16:02:00.000+0000,164900004.0,1612826399
428,SYF,Synchrony Financial,37.67,1.02,0.38,37.07,37.7563,40.69,12.15,21999278080.0,35.968124,29.340656,7481125.0,5450331.0,NYSE,37.55,37.29,2.27,16.594713,2021-01-29T06:30:08.000+0000,583999949.0,1612826399
429,SYK,Stryker Corporation,242.45,1.54,3.67,238.06,242.55,247.44,124.54,91110531072.0,238.39125,218.09277,925176.0,1160332.0,NYSE,238.42,238.78,4.2,57.726192,2021-01-27T16:05:00.000+0000,375791013.0,1612826399
430,SYY,Sysco Corporation,76.92,-0.21,-0.16,76.29,78.05,79.96,26.0,39260889088.0,74.519066,66.57927,1412156.0,2935439.0,NYSE,77.4,77.08,-0.663,,2021-02-02T08:00:01.000+0000,510411975.0,1612826399
431,T,AT&T Inc.,28.77,-0.55,-0.16,28.62,28.99,38.82,26.08,205015023616.0,28.93625,28.950512,32024735.0,43039421.0,NYSE,28.97,28.93,-0.75,,2021-01-27T06:34:00.000+0000,7126000126.0,1612826399
432,TAP,Molson Coors Beverage Company,48.72,-0.53,-0.26,48.26,49.23,61.94,32.11,10564591616.0,49.186874,41.115692,1822552.0,2290770.0,NYSE,48.93,48.98,2.69,18.111525,2021-02-11T13:30:00.000+0000,216843013.0,1612826399
433,TDG,TransDigm Group Incorporated,600.17,-0.8,-4.83,597.06,610.0,660.02,200.06,32670793728.0,591.01843,531.9697,357488.0,316221.0,NYSE,606.87,605.0,8.97,66.90858,2021-02-09T13:30:00.000+0000,54435899.0,1612826399
434,TEL,TE Connectivity Ltd.,129.99,1.51,1.93,127.58,130.0,131.97,48.62,43012259840.0,124.77594,107.638756,1295689.0,1790285.0,NYSE,128.5,128.06,0.344,377.8779,2021-01-27T06:00:06.000+0000,330888990.0,1612826399
435,TFC,Truist Financial Corporation,52.97,0.53,0.28,52.48,53.07,55.47,24.01,71454416896.0,49.762188,43.683502,5901533.0,5621316.0,NYSE,52.9,52.69,,,2021-04-15T12:30:00.000+0000,1348960108.0,1612826399
436,TFX,Teleflex Incorporated,398.63,-0.04,-0.14,396.42,402.45,414.72,221.27,18562883584.0,394.95062,373.62787,93619.0,221342.0,NYSE,398.94,398.77,7.77,51.303734,2020-10-29T06:30:12.000+0000,46566700.0,1612826399
437,TGT,Target Corporation,193.95,2.7,5.09,190.49,194.48,199.96,90.17,97124917248.0,185.1225,161.94745,3069581.0,4053277.0,NYSE,192.34,188.86,7.539,25.726223,2021-03-02T13:30:00.000+0000,500772969.0,1612826399
